,Ratings,Full_review
2225,1,"It seemed to be a very good deal initially. It worked perfectly for few months. However, screen got damaged due to water. Apple store was asking for 44k to replace screen. Got it replaced from outside in 22k. System used to hang multiple times. Who says apple devices don't hang. They do. Finally, the worst part, charging issue. Device doesn't charge."
2226,5,Amazing product. Got for 49990 in big billion sales. Good delivery. Thanks flipkart.
2227,2,It work slow
2228,1,"This product came as defective from the inside (which common man can not see from the first eye). When it ran into error mode I visited The Apple store to fix the errors, Apple store replied to me that the product has a circuit damaged which can not come under warranty. I paid extra Rs. 7000 to fix that problem.  Terrible seller."
2229,1,"Please don't buy this product, This laptop has crashed within less than 7 months of its purchase. I would not recommend Apple Air to anyone. I gave it enough number of chances but it just doesn't deserve anything. The laptop crashed Four times and the engineer at the service center now says that the motherboard is faulty. Apple better refund my money on this piece. Macbook Charger gets excessively heat up within 10 min of first use. And Flipkart is asking me to visit apple service centre inst..."
2230,5,Buttery smooth performance and premium design! Beautifully made and also powerful at the same time! Apple's optimization of power and memory is just unmatchable! Battery lasts quite long and sleep mode doesn't consume even a percentage of battery! Definitely recommended!
2231,5,"It's blazingly fast, user friendly ( if you are a windows user then you need to spend couple of hours on first day) , slik."
2232,1,It stopped working after 15 days of purchase. It opens up and then everything becomes black and nothing is working even after pressing power button while the charger is connected. Sometimes apple logo appears and then again it went dead.
2233,4,"BBD best deal as got it in 37590 with exchange of my old laptop. Although it's old model but in terms of usability, performance, design, battery backup, sound, overall everything is excellent, decent enough for daily usage. it's a steal deal Apple MacBook Air rocks."
2234,1,The trackpad of my new MacBookAir doesn't work or respond to a click. And it's not even a day but Flipkart won't take it and instead asks me to visit Apple centre. After sales service doesn't exist here. What distress!
2235,5,"Good service , good product, Happy with Purchase..."
2236,5,Excellent machine. No laptop can beat it.
2237,5,"I am writing this review after 1 year of purchase......  1. Delivery of product by Flipkart - Excellent. 2. Item delivered - No doubt, excellent.  Overall excellent product by Apple, as always....."
2238,5,I am using it for 3 years. So far the best experience with Apple.
2239,1,I agrer that not all with believe... but after one year you will face issue while turning the PC ON...U go to Apple Store and you willl find 5-6 persons around u complaining samr thing.. Better have another option
2240,5,I love mac book
2241,5,Good product 👍🏼👍🏼👍🏼
2242,5,It's really nice and giving smooth performance
2243,5,My first mac i m developer this really usefull
2244,5,"Me the first time Apple Mac user. It is so stylish and with premium finish. Just started using this machine, it is way ahead of windows machine although it will take bit of time to get used to with working of mac os. Definately recommended."
2245,5,If you want performance only go for it... Good for programmers
2246,4,"I have no words to describe about it, mind blowing"
2247,5,"Perhaps my biggest purchase online, thank u Flipkart for the offer on the product, speed is lighting fast and needless to talk much about apple which is world acclaimed. Happy to have bought the product and serves my purpose of drafting on the go"
2248,5,"While purchasing, I was a bit sceptical because of the specs of the laptop. But believe me, this laptop runs fast. Just keep in mind donot open too many Tabs of google chrome. The laptop had increased my productivity since it forces me to do one task at a time. Display is not that good. It will keep reminding you how old this model is. Other than that, this model is good for development work."
2249,4,so good
2250,5,It is the best laptop at the price 54990/-
2251,5,Best in style Best IN brand Best IN performance Best in class
2252,5,If you are looking for a laptop where you can do your creative things this is the best one.  Not for gamers.
2253,4,Nice product.....
2254,5,Perfect As described Apple is the best and Flipkart delivered the same performance  Happy to have a mac book
2255,5,best laptop in this price range....
2256,5,Switched from windows to Mac. Experience so is awesome.
2257,5,Absolutely enjoyed using this laptop.Highly recommended for Coders and Developers.
2258,4,mast h Bhai apple made the product who's are impressive
2259,5,"When this laptop was not there I used many laptops like Dell, Lenovo, hp, etc. But after using this one the world has a change of mine, I am learning something new day by day. One thing I want to tell you that the Windows OS is just one type of box in front of the Mac."
2260,5,Best laptop ever for students using it from last 2 years and it still feels like new. amazing performance and battery life.
2261,5,If you wanna buy laptop and you budget is 60k then go for it
